id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
1598	claudia herbert (2022)	"<table><tr><td>Authors:</td><td>claudia herbert; barbara haya; scott l. stephens; van butsic</td></tr><tr><td>Title:</td><td>managing nature-based solutions in fire-prone ecosystems: competing management objectives in california forests evaluated at a landscape scale</td></tr><tr><td>Source:</td><td>frontiers in forests and global change, 5</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.3389/ffgc.2022.957189	-0.4616	0.1298	14	2	2	9	2.2591	2022	9	2.2591
1599	rayna stoyanova (2014)	"<table><tr><td>Authors:</td><td>rayna stoyanova; helmut gründl</td></tr><tr><td>Title:</td><td>solvency ii: a driver for mergers and acquisitions?</td></tr><tr><td>Source:</td><td>geneva papers on risk and insurance/the geneva papers on risk and insurance. issues and practice, 39(3), 417-439</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/https://doi.org/10.1057/gpp.2013.32	-0.453	-0.0758	1	3	2	13	0.6548	2014	13	0.6548
1600	jakob fink (2018)	"<table><tr><td>Authors:</td><td>jakob fink; frederike buchta; cornelia exner</td></tr><tr><td>Title:</td><td>differential response patterns to disgust-related pictures</td></tr><tr><td>Source:</td><td>cognition and emotion, 32(8), 1678-1690</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1080/02699931.2017.1423040	-0.5518	-0.0787	14	2	5	6	0.4123	2018	6	0.4123
1601	amy donovan (2016)	"<table><tr><td>Authors:</td><td>amy donovan; clive oppenheimer</td></tr><tr><td>Title:</td><td>imagining the unimaginable: communicating extreme volcanic risk</td></tr><tr><td>Source:</td><td>advances in volcanology, 149-163</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1007/11157_2015_16	-0.3941	0.0444	11	74	25	8	0.3791	2016	8	0.3791
1602	richard β. bilder (2020b)	"<table><tr><td>Authors:</td><td>richard β. bilder</td></tr><tr><td>Title:</td><td>on the search for extraterrestrial intelligence (seti)</td></tr><tr><td>Source:</td><td>american journal of international law, 114(1), 87-95</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1017/ajil.2019.86	-0.3922	0.0192	3	1	1	4	0.301	2020	4	0.301
1603	serhan cevik (2020)	"<table><tr><td>Authors:</td><td>serhan cevik; joão tovar jalles</td></tr><tr><td>Title:</td><td>an apocalypse foretold</td></tr><tr><td>Source:</td><td>imf working paper, 20(231)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.5089/9781513560403.001	-0.4257	0.0664	12	17	8	4	0.301	2020	4	0.301
1604	viorel bădescu (2008)	"<table><tr><td>Authors:</td><td>viorel bădescu; richard b. cathcart; alexander bolonkin</td></tr><tr><td>Title:</td><td>sand dune fixation: a solar‐powered sahara seawater pipeline macroproject</td></tr><tr><td>Source:</td><td>land degradation & development, 19(6), 676-691</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/https://doi.org/10.1002/ldr.864	-0.8575	0.6752	30	2	42	8	0.358	2008	8	0.358
1606	endah rahayu lestari (2019)	"<table><tr><td>Authors:</td><td>endah rahayu lestari; f l ardianti</td></tr><tr><td>Title:</td><td>the mediating role of customer value on innovation and firm performance: evidence from indonesian smes</td></tr><tr><td>Source:</td><td>iop conference series. earth and environmental science, 230, 012050-012050</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1088/1755-1315/230/1/012050	-0.5088	-0.0441	4	8	3	2	0.1737	2019	2	0.1737
1607	jakob stenseke (2022)	"<table><tr><td>Authors:</td><td>jakob stenseke</td></tr><tr><td>Title:</td><td>interdisciplinary confusion and resolution in the context of moral machines</td></tr><tr><td>Source:</td><td>science and engineering ethics, 28(3)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s11948-022-00378-1	-0.3901	-0.0814	1	80	26	6	1.5061	2022	6	1.5061
1611	jamie a. davies (2022)	"<table><tr><td>Authors:</td><td>jamie a. davies; michael levin</td></tr><tr><td>Title:</td><td>synthetic morphology via active and agential matter</td></tr><tr><td>Source:</td><td>[no source]</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.31219/osf.io/xrv8h	-0.2932	-0.1083	17	4	33	8	2.0081	2022	8	2.0081
1612	diane dieuliis (2019)	"<table><tr><td>Authors:</td><td>diane dieuliis; andrew d. ellington; gigi kwik grönvall; michael j. imperiale</td></tr><tr><td>Title:</td><td>does biotechnology pose new catastrophic risks?</td></tr><tr><td>Source:</td><td>current topics in microbiology and immunology, 107-119</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1007/82_2019_177	-0.3452	-0.0297	9	21	7	4	0.3474	2019	4	0.3474
1613	michael ventimiglia (2005)	"<table><tr><td>Authors:</td><td>michael ventimiglia</td></tr><tr><td>Title:</td><td>three educational orientations: a peircean perspective on education and the growth of the self</td></tr><tr><td>Source:</td><td>studies in philosophy and education/studies in philosophy & education, 24(3-4), 291-308</td></tr><tr><td>Year:</td><td>2005</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s11217-005-3851-2	-0.3947	-0.0975	1	1	1	8	0.689	2005	8	0.689
1614	matthias klumpp (2018)	"<table><tr><td>Authors:</td><td>matthias klumpp</td></tr><tr><td>Title:</td><td>artificial intelligence applications</td></tr><tr><td>Source:</td><td>lecture notes in logistics, 637-662</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1007/978-3-319-92447-2_28	-0.3927	-0.073	1	161	10	10	0.6871	2018	10	0.6871
1615	philipp barthel (2020)	"<table><tr><td>Authors:</td><td>philipp barthel; thomas hess</td></tr><tr><td>Title:</td><td>towards a characterization of digitalization projects in the context of organizational transformation</td></tr><tr><td>Source:</td><td>pacific asia journal of the association for information systems, 12(3), 31-56</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.17705/1pais.12302	-0.458	-0.0083	12	4	4	14	1.0533	2020	14	1.0533
1617	aghilasse kashi (2023)	"<table><tr><td>Authors:</td><td>aghilasse kashi; mohamed eskandar shah</td></tr><tr><td>Title:</td><td>bibliometric review on sustainable finance</td></tr><tr><td>Source:</td><td>sustainability, 15(9), 7119-7119</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.3390/su15097119	-0.4602	0.0514	12	35	9	13	10.0655	2023	13	10.0655
1618	rajiv saran (2021)	"<table><tr><td>Authors:</td><td>rajiv saran; elizabeth randolph; kathleen ludewig omollo</td></tr><tr><td>Title:</td><td>addressing the global challenge of ncds using a risk factor approach: voices from around the world</td></tr><tr><td>Source:</td><td>faseb bioadvances, 3(4), 259-265</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1096/fba.2020-00131	-0.5115	0.0003	6	4	2	1	0.1307	2021	1	0.1307
1624	david denkenberger (2018d)	"<table><tr><td>Authors:</td><td>david denkenberger; joshua m. pearce</td></tr><tr><td>Title:</td><td>design optimization of polymer heat exchanger for automated household-scale solar water pasteurizer</td></tr><tr><td>Source:</td><td>designs, 2(2), 11-11</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.3390/designs2020011	-0.225	0.133	11	5	4	8	0.5497	2018	8	0.5497
1625	abou farman (2022)	"<table><tr><td>Authors:</td><td>abou farman; felix stein</td></tr><tr><td>Title:</td><td>transhumanism</td></tr><tr><td>Source:</td><td>cambridge encyclopedia of anthropology</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.29164/22transhumanism	-0.4157	-0.0352	4	172	18	2	0.502	2022	2	0.502
1627	stephen j. cimbala (1993)	"<table><tr><td>Authors:</td><td>stephen j. cimbala</td></tr><tr><td>Title:</td><td>nuclear weapons in the new world order</td></tr><tr><td>Source:</td><td>journal of strategic studies/the journal of strategic studies, 16(2), 173-199</td></tr><tr><td>Year:</td><td>1993</td></tr></table>"	https://doi.org/https://doi.org/10.1080/01402399308437513	-0.2574	0.0792	20	3	4	6	0.2278	1993	6	0.2278
1628	charlotte rommerskirchen (2017)	"<table><tr><td>Authors:</td><td>charlotte rommerskirchen; holly snaith</td></tr><tr><td>Title:</td><td>bringing balance to the force? a comparative analysis of institutionalisation processes in the g20’s mutual assessment process and the eu’s macroeconomic imbalances procedure</td></tr><tr><td>Source:</td><td>new political economy, 23(4), 391-406</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1080/13563467.2017.1371121	-0.4469	0.0613	13	3	1	12	0.7984	2017	12	0.7984
1629	teresa heffernan (2015)	"<table><tr><td>Authors:</td><td>teresa heffernan</td></tr><tr><td>Title:</td><td>the post-apocalyptic imaginary: science, fiction, and the death drive</td></tr><tr><td>Source:</td><td>english studies in africa, 58(2), 66-79</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/https://doi.org/10.1080/00138398.2015.1083198	-0.4223	-0.0365	13	67	5	6	0.5437	2015	6	0.5437
1632	hillary kaell (2016)	"<table><tr><td>Authors:</td><td>hillary kaell; jessica hardin</td></tr><tr><td>Title:</td><td>ritual risk and emergent efficacy: ethnographic studies in christian ritual</td></tr><tr><td>Source:</td><td>journal of contemporary religion, 31(3), 323-334</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1080/13537903.2016.1206209	-0.529	-0.0429	8	6	9	5	0.2369	2016	5	0.2369
1640	emery roe (2020)	"<table><tr><td>Authors:</td><td>emery roe</td></tr><tr><td>Title:</td><td>control, manage or cope?</td></tr><tr><td>Source:</td><td>routledge ebooks, 73-84</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.4324/9781003023845-5	-0.3858	-0.0527	12	1	1	4	0.301	2020	4	0.301
1642	rosemary t.c. chalker (2018)	"<table><tr><td>Authors:</td><td>rosemary t.c. chalker; simon pollard; paul leinster; simon jude</td></tr><tr><td>Title:</td><td>appraising longitudinal trends in the strategic risks cited by risk managers in the international water utility sector, 2005–2015</td></tr><tr><td>Source:</td><td>science of the total environment, 618, 1486-1496</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1016/j.scitotenv.2017.09.294	-0.4658	-0.1018	18	1	1	7	0.481	2018	7	0.481
1643	joseph b. bak-coleman (2021)	"<table><tr><td>Authors:</td><td>joseph b. bak-coleman; carl t. bergstrom</td></tr><tr><td>Title:</td><td>reply to cheong and jones: the role of science in responding to collective behavioral threats</td></tr><tr><td>Source:</td><td>proceedings of the national academy of sciences of the united states of america, 118(42)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1073/pnas.2114477118	-0.4309	0.0393	2	10	3	1	0.1307	2021	1	0.1307
1644	erik van den boogaard (2017)	"<table><tr><td>Authors:</td><td>erik van den boogaard; jan treur; maxim turpijn</td></tr><tr><td>Title:</td><td>a neurologically inspired network model for graziano’s attention schema theory for consciousness</td></tr><tr><td>Source:</td><td>lecture notes in computer science, 10-21</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1007/978-3-319-59740-9_2	-0.4386	-0.0444	18	7	4	4	0.2661	2017	4	0.2661
1645	marietjie botes (2022)	"<table><tr><td>Authors:</td><td>marietjie botes</td></tr><tr><td>Title:</td><td>brain computer interfaces and human rights: brave new rights for a brave new world</td></tr><tr><td>Source:</td><td>2022 acm conference on fairness, accountability, and transparency</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1145/3531146.3533176	-0.3926	-0.0647	10	15	7	5	1.2551	2022	5	1.2551
1647	milan m. ćirković (2018a)	"<table><tr><td>Authors:</td><td>milan m. ćirković</td></tr><tr><td>Title:</td><td>the reports of expunction are grossly exaggerated: a reply to robert klee</td></tr><tr><td>Source:</td><td>international journal of astrobiology, 18(1), 14-17</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1017/s1473550417000416	-0.3372	-0.0078	3	185	18	2	0.1374	2018	2	0.1374
1648	nassim nicholas taleb (2019)	"<table><tr><td>Authors:</td><td>nassim nicholas taleb</td></tr><tr><td>Title:</td><td>probability, risk, and extremes</td></tr><tr><td>Source:</td><td>cambridge university press ebooks, 46-66</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1017/9781108654722.004	-0.3431	-0.0572	9	1	1	3	0.2605	2019	3	0.2605
1649	adrian kent (2018)	"<table><tr><td>Authors:</td><td>adrian kent</td></tr><tr><td>Title:</td><td>quanta and qualia</td></tr><tr><td>Source:</td><td>foundations of physics, 48(9), 1021-1037</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s10701-018-0193-9	-0.3559	-0.0309	1	219	7	8	0.5497	2018	8	0.5497
1652	tomáš hauer (2019)	"<table><tr><td>Authors:</td><td>tomáš hauer</td></tr><tr><td>Title:</td><td>society caught in a labyrinth of algorithms: disputes, promises, and limitations of the new order of things</td></tr><tr><td>Source:</td><td>society, 56(3), 222-230</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12115-019-00358-5	-0.3967	-0.0886	1	11	4	7	0.6079	2019	7	0.6079
1657	sunwoo kim (2014)	"<table><tr><td>Authors:</td><td>sunwoo kim</td></tr><tr><td>Title:</td><td>does a money‐is‐all attitude cause alienation? a cross‐cultural comparison of <scp>k</scp>orea, the <scp>us</scp> and <scp>s</scp>weden</td></tr><tr><td>Source:</td><td>international journal of consumer studies, 38(6), 650-659</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/https://doi.org/10.1111/ijcs.12137	-0.4532	0.016	2	11	6	7	0.3526	2014	7	0.3526
1659	saskia witteborn (2012)	"<table><tr><td>Authors:</td><td>saskia witteborn</td></tr><tr><td>Title:</td><td>testimonio and spaces of risk</td></tr><tr><td>Source:</td><td>cultural studies, 26(4), 421-441</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/https://doi.org/10.1080/09502386.2011.587881	-0.4474	-0.0019	4	3	4	10	0.4685	2012	10	0.4685
1660	luke kemp (2022)	"<table><tr><td>Authors:</td><td>luke kemp; chi xu; joanna depledge; kristie l. ebi; goodwin gibbins; timothy a. kohler; johan rockström; marten scheffer; hans joachim schellnhuber; will steffen; timothy m. lenton</td></tr><tr><td>Title:</td><td>reply to kelman: the foundations for studying catastrophic climate risks</td></tr><tr><td>Source:</td><td>proceedings of the national academy of sciences of the united states of america, 119(42)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1073/pnas.2214794119	-0.4219	0.0312	2	63	5	1	0.251	2022	1	0.251
1661	richard arias-marreros (2021)	"<table><tr><td>Authors:</td><td>richard arias-marreros; k. w. m. vanessa; luís alberto; jesús alfonso; laberiano andrade–arenas</td></tr><tr><td>Title:</td><td>study of post-covid-19 employability in peru through a dynamic model, between 2020 and 2025</td></tr><tr><td>Source:</td><td>international journal of advanced computer science and applications/international journal of advanced computer science & applications, 12(1)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.14569/ijacsa.2021.0120171	-0.5095	0.0482	5	1	1	2	0.2614	2021	2	0.2614
1662	bilal m. ayyub (2015)	"<table><tr><td>Authors:</td><td>bilal m. ayyub</td></tr><tr><td>Title:</td><td>introduction to the aims and scope of the journal</td></tr><tr><td>Source:</td><td>asce-asme journal of risk and uncertainty in engineering systems. part a. civil engineering, 1(1)</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/https://doi.org/10.1061/ajrua6.0000001	-0.3544	-0.0138	3	1	1	2	0.1812	2015	2	0.1812
1663	konrad szocik (2020b)	"<table><tr><td>Authors:</td><td>konrad szocik; bartłomiej tkacz; patryk gulczyński</td></tr><tr><td>Title:</td><td>the revelation of superintelligence</td></tr><tr><td>Source:</td><td>ai & society, 35(3), 755-758</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s00146-020-00947-7	-0.3905	-0.0479	1	130	4	2	0.1505	2020	2	0.1505
1666	sandy smith‐nonini (2017)	"<table><tr><td>Authors:</td><td>sandy smith‐nonini</td></tr><tr><td>Title:</td><td>making complexity your friend: reframing social theory for the anthropocene</td></tr><tr><td>Source:</td><td>weather, climate, and society, 9(4), 687-699</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1175/wcas-d-16-0124.1	-0.4425	0.0578	2	45	10	6	0.3992	2017	6	0.3992
1667	huan zhao (2016)	"<table><tr><td>Authors:</td><td>huan zhao; xixiang zhang</td></tr><tr><td>Title:</td><td>a mobile security-related behavior prevention model based on speech personality traits</td></tr><tr><td>Source:</td><td>[no source]</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1109/trustcom.2016.0277	-0.5243	0.0193	14	1	1	4	0.1896	2016	4	0.1896
1669	jean-pierre béland (2013)	"<table><tr><td>Authors:</td><td>jean-pierre béland; johane patenaude</td></tr><tr><td>Title:</td><td>risk and the question of the acceptability of human enhancement: the humanist and transhumanist perspectives</td></tr><tr><td>Source:</td><td>dialogue/dialogue - canadian philosophical association, 52(2), 377-394</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1017/s0012217313000607	-0.4081	-0.0311	1	145	7	1	0.0306	2013	1	0.0306
1670	b. bošnjaković (2012)	"<table><tr><td>Authors:</td><td>b. bošnjaković</td></tr><tr><td>Title:</td><td>geopolitics of climate change: a review</td></tr><tr><td>Source:</td><td>thermal science/thermal science, 16(3), 629-654</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/https://doi.org/10.2298/tsci120202127b	-0.4091	0.0525	12	10	2	25	1.1713	2012	25	1.1713
1671	eric eaton (2016)	"<table><tr><td>Authors:</td><td>eric eaton; tom dietterich; maria gini; barbara j. grosz; charles l. isbell; subbarao kambhampati; michael l. littman; francesca rossi; stuart russell; peter stone; toby walsh; michael wooldridge</td></tr><tr><td>Title:</td><td>who speaks for ai?</td></tr><tr><td>Source:</td><td>ai matters, 2(2), 4-14</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1145/2847557.2847559	-0.4235	-0.0596	1	3	2	2	0.0948	2016	2	0.0948
1672	steve j. bickley (2022)	"<table><tr><td>Authors:</td><td>steve j. bickley; benno torgler</td></tr><tr><td>Title:</td><td>cognitive architectures for artificial intelligence ethics</td></tr><tr><td>Source:</td><td>ai & society, 38(2), 501-519</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s00146-022-01452-9	-0.3355	-0.0793	1	85	33	4	1.0041	2022	4	1.0041
1675	mahdi kafaee (2022)	"<table><tr><td>Authors:</td><td>mahdi kafaee; aliakbar kouchakzadeh; shahriar gharibzadeh</td></tr><tr><td>Title:</td><td>silence: an ignored concept in artificial intelligence</td></tr><tr><td>Source:</td><td>ai & society, 39(1), 415-416</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s00146-022-01411-4	-0.4239	-0.1128	17	2	1	1	0.251	2022	1	0.251
1676	aled jones (2023)	"<table><tr><td>Authors:</td><td>aled jones; sarah bridle; katherine j. denby; riaz bhunnoo; daniel morton; lucy stanbrough; b. e. m. g. coupé; vanessa pilley; tim g. benton; pete falloon; tom matthews; saher hasnain; pat heslop‐harrison; simon beard; julie pierce; jules pretty; monika zurek; alexandra m. johnstone; pete smith; neil gunn; molly watson; edward pope; asaf tzachor; caitlin douglas; christian reynolds; neil ward; jerry fredenburgh; clare pettinger; tom quested; j. cordero; clive mitchell; carrie bewick; cameron brown; christopher brown; paul burgess; andrew j challinor; a. cottrell; thomas d. crocker; thomas j. george; charles j. godfray; rosie hails; john ingram; tim lang; fergus lyon; simon lusher; tom macmillan; sophia newton; simon pearson; sue pritchard; dale sanders; angelina sanderson bellamy; margaret steven; alan trickett; andrew voysey; c. a. watson; darren whitby; kerry h. whiteside</td></tr><tr><td>Title:</td><td>scoping potential routes to uk civil unrest via the food system: results of a structured expert elicitation</td></tr><tr><td>Source:</td><td>sustainability, 15(20), 14783-14783</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.3390/su152014783	-0.3885	0.0525	3	133	17	2	1.5485	2023	2	1.5485
1677	enno a. winkler (2022)	"<table><tr><td>Authors:</td><td>enno a. winkler</td></tr><tr><td>Title:</td><td>are universal ethics necessary? and possible? a systematic theory of universal ethics and a code for global moral education</td></tr><tr><td>Source:</td><td>sn social sciences, 2(5)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s43545-022-00350-7	-0.441	-0.0069	18	61	10	3	0.753	2022	3	0.753
1679	james worrall (2014)	"<table><tr><td>Authors:</td><td>james worrall</td></tr><tr><td>Title:</td><td>bringing the soil back in: control and territoriality in western and non-western coin</td></tr><tr><td>Source:</td><td>palgrave macmillan uk ebooks, 127-143</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/https://doi.org/10.1057/9781137336941_7	-0.3864	-0.0097	4	2	2	2	0.1007	2014	2	0.1007
1680	lukas paul fesenfeld (2021)	"<table><tr><td>Authors:</td><td>lukas paul fesenfeld</td></tr><tr><td>Title:</td><td>glimmers of hope: a global <i>green new deal</i> is feasible</td></tr><tr><td>Source:</td><td>gaia, 30(3), 150-155</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.14512/gaia.30.3.4	-0.4521	0.054	2	50	15	3	0.3921	2021	3	0.3921
1681	ted peters (2016)	"<table><tr><td>Authors:</td><td>ted peters</td></tr><tr><td>Title:</td><td>outer space and cyber space: meeting et in the cloud</td></tr><tr><td>Source:</td><td>international journal of astrobiology, 17(4), 282-286</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1017/s1473550416000318	-0.3977	-0.0494	1	153	8	3	0.1422	2016	3	0.1422
1682	steve matthewman (2013)	"<table><tr><td>Authors:</td><td>steve matthewman</td></tr><tr><td>Title:</td><td>accidentology</td></tr><tr><td>Source:</td><td>cultural politics, 9(3), 280-295</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1215/17432197-2346982	-0.4238	-0.0233	1	23	9	2	0.0613	2013	2	0.0613
1684	arnaud mignan (2020)	"<table><tr><td>Authors:</td><td>arnaud mignan; ziqi wang</td></tr><tr><td>Title:</td><td>exploring the space of possibilities in cascading disasters with catastrophe dynamics</td></tr><tr><td>Source:</td><td>international journal of environmental  research and public health/international journal of environmental research and public health, 17(19), 7317-7317</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.3390/ijerph17197317	-0.3753	0.0805	12	36	12	10	0.7524	2020	10	0.7524
1685	jon bialecki (2017)	"<table><tr><td>Authors:</td><td>jon bialecki</td></tr><tr><td>Title:</td><td>eschatology, ethics, and ēthnos: ressentiment and christian nationalism in the anthropology of christianity</td></tr><tr><td>Source:</td><td>religion and society, 8(1)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.3167/arrs.2017.080103	-0.5189	-0.0348	8	9	10	10	0.6653	2017	10	0.6653
1688	josef gregory mahoney (2022)	"<table><tr><td>Authors:</td><td>josef gregory mahoney</td></tr><tr><td>Title:</td><td>china’s rise as an advanced technological society and the rise of digital orientalism</td></tr><tr><td>Source:</td><td>journal of chinese political science/chinese journal of political science, 28(1), 1-24</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s11366-022-09817-z	-0.4494	-0.0085	8	5	4	9	2.2591	2022	9	2.2591
1691	john leslie (2010)	"<table><tr><td>Authors:</td><td>john leslie</td></tr><tr><td>Title:</td><td>the risk that humans will soon be extinct</td></tr><tr><td>Source:</td><td>philosophy, 85(4), 447-463</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1017/s0031819110000446	-0.3799	0.0082	3	27	4	5	0.419	2010	5	0.419
1694	regina peldszus (2018a)	"<table><tr><td>Authors:</td><td>regina peldszus</td></tr><tr><td>Title:</td><td>foresight methods for multilateral collaboration in space situational awareness (ssa) policy &amp; operations</td></tr><tr><td>Source:</td><td>journal of space safety engineering, 5(2), 115-120</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1016/j.jsse.2018.07.001	-0.3927	-0.0465	1	50	6	4	0.2748	2018	4	0.2748
1696	carl macrae (2021)	"<table><tr><td>Authors:</td><td>carl macrae</td></tr><tr><td>Title:</td><td>from blade runners to tin kickers: what the governance of artificial intelligence safety needs to learn from air crash investigators</td></tr><tr><td>Source:</td><td>ai & society, 38(5), 1971-1973</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s00146-021-01246-5	-0.4025	-0.079	1	28	4	1	0.1307	2021	1	0.1307
1697	julia jung (2022)	"<table><tr><td>Authors:</td><td>julia jung; dennis gupa; colton hash; jol thoms; dwight owens; john threlfall; s. kim juniper</td></tr><tr><td>Title:</td><td>doubling down on wicked problems: ocean artscience collaborations for a sustainable future</td></tr><tr><td>Source:</td><td>frontiers in marine science, 9</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.3389/fmars.2022.873990	-0.4408	0.0418	8	94	15	6	1.5061	2022	6	1.5061
1698	scott slovic (2020)	"<table><tr><td>Authors:</td><td>scott slovic</td></tr><tr><td>Title:</td><td>language of warning: the world scientists' efforts to communicate and the challenge of poignancy</td></tr><tr><td>Source:</td><td>ecocene: cappadocia journal of environmental humanities, 1(1 (1)), 44-51</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.46863/ecocene.33	-0.4233	0.0535	2	29	4	2	0.1505	2020	2	0.1505
1699	daniel william mackenzie wright (2021)	"<table><tr><td>Authors:</td><td>daniel william mackenzie wright</td></tr><tr><td>Title:</td><td>the future past of travel: adventure tourism supporting humans living on the edge of existence</td></tr><tr><td>Source:</td><td>journal of tourism futures, 9(2), 151-167</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1108/jtf-01-2021-0024	-0.3342	0.0111	3	17	2	2	0.2614	2021	2	0.2614
1700	kanchana n. ruwanpura (2019)	"<table><tr><td>Authors:</td><td>kanchana n. ruwanpura; benjamin d. brown; loritta chan</td></tr><tr><td>Title:</td><td>(dis)connecting colombo: situating the megapolis in postwar sri lanka</td></tr><tr><td>Source:</td><td>the professional geographer/professional geographer, 72(1), 165-179</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1080/00330124.2019.1653773	-0.4987	0.0411	16	11	6	7	0.6079	2019	7	0.6079
